OrderID	OrderDate	CustomerID	ProductID	DateID	Quantity	SalesPrice	LineValue
A40	29/06/2013	1033	102	41454	55	$3.77	207.35
A40	29/06/2013	1033	105	41454	17	$68.69	1167.73
A40	29/06/2013	1033	105	41454	79	$68.69	5426.51
A40	29/06/2013	1033	106	41454	19	$96.27	1829.13
A40	29/06/2013	1033	113	41454	32	$49.99	1599.68
A40	29/06/2013	1033	114	41454	10	$110.16	1101.6
A40	29/06/2013	1033	116	41454	73	51.88	3787.24
A40	29/06/2013	1033	118	41454	3	$99.26	297.78
A40	29/06/2013	1033	123	41454	29	$14.99	434.71
A40	29/06/2013	1033	124	41454	67	$83.59	5600.53
A40	29/06/2013	1033	124	41454	73	$83.59	6102.07
A40	29/06/2013	1033	125	41454	20	79.24	1584.8
A40	29/06/2013	1033	126	41454	10	$80.30	803
A40	29/06/2013	1033	126	41454	32	$80.30	2569.6
A40	29/06/2013	1033	126	41454	76	$80.30	6102.8
A40	29/06/2013	1033	130	41454	9	$104.00	936
A40	29/06/2013	1033	132	41454	61	$96.35	5877.35
A40	29/06/2013	1033	137	41454	11	$10.33	113.63
A40	29/06/2013	1033	138	41454	36	33.88	1219.68
A40	29/06/2013	1033	139	41454	40	$44.70	1788
A40	29/06/2013	1033	141	41454	11	$80.38	884.18
A40	29/06/2013	1033	146	41454	70	7.19	503.3
A41	29/09/2013	1170	102	41546	21	$3.77	79.17
A41	29/09/2013	1170	103	41546	76	86.24	6554.24
A41	29/09/2013	1170	103	41546	78	86.24	6726.72
A41	29/09/2013	1170	103	41546	86	86.24	7416.64
A41	29/09/2013	1170	104	41546	36	$39.98	1439.28
A41	29/09/2013	1170	106	41546	29	$96.27	2791.83
A41	29/09/2013	1170	108	41546	32	$14.44	462.08
A41	29/09/2013	1170	110	41546	96	$69.42	6664.32
A41	29/09/2013	1170	111	41546	36	30.33	1091.88
A41	29/09/2013	1170	111	41546	81	30.33	2456.73
A41	29/09/2013	1170	111	41546	90	30.33	2729.7
A41	29/09/2013	1170	112	41546	98	54.84	5374.32
A41	29/09/2013	1170	113	41546	22	$49.99	1099.78
A41	29/09/2013	1170	113	41546	94	$49.99	4699.06
A41	29/09/2013	1170	115	41546	33	$91.00	3003
A41	29/09/2013	1170	115	41546	110	$91.00	10010
A41	29/09/2013	1170	119	41546	27	$50.08	1352.16
A41	29/09/2013	1170	120	41546	42	1.67	70.14
A41	29/09/2013	1170	121	41546	52	$48.97	2546.44
A41	29/09/2013	1170	122	41546	13	106.94	1390.22
A41	29/09/2013	1170	122	41546	22	106.94	2352.68
A41	29/09/2013	1170	122	41546	103	106.94	11014.82
A41	29/09/2013	1170	123	41546	23	$14.99	344.77
A41	29/09/2013	1170	123	41546	59	$14.99	884.41
A41	29/09/2013	1170	126	41546	39	$80.30	3131.7
A41	29/09/2013	1170	126	41546	82	$80.30	6584.6
A41	29/09/2013	1170	126	41546	84	$80.30	6745.2
A41	29/09/2013	1170	127	41546	28	$53.98	1511.44
A41	29/09/2013	1170	127	41546	76	$53.98	4102.48
A41	29/09/2013	1170	130	41546	99	$104.00	10296
A41	29/09/2013	1170	131	41546	28	$3.88	108.64
A41	29/09/2013	1170	132	41546	19	$96.35	1830.65
A41	29/09/2013	1170	132	41546	39	$96.35	3757.65
A41	29/09/2013	1170	132	41546	47	$96.35	4528.45
A41	29/09/2013	1170	132	41546	91	$96.35	8767.85
A41	29/09/2013	1170	133	41546	74	111.18	8227.32
A41	29/09/2013	1170	133	41546	88	111.18	9783.84
A41	29/09/2013	1170	135	41546	10	64.21	642.1
A41	29/09/2013	1170	135	41546	80	64.21	5136.8
A41	29/09/2013	1170	136	41546	48	67.94	3261.12
A41	29/09/2013	1170	137	41546	33	$10.33	340.89
A41	29/09/2013	1170	137	41546	60	$10.33	619.8
A41	29/09/2013	1170	137	41546	65	$10.33	671.45
A41	29/09/2013	1170	137	41546	85	$10.33	878.05
A41	29/09/2013	1170	137	41546	87	$10.33	898.71
A41	29/09/2013	1170	138	41546	72	33.88	2439.36
A41	29/09/2013	1170	139	41546	56	$44.70	2503.2
A41	29/09/2013	1170	139	41546	66	$44.70	2950.2
A41	29/09/2013	1170	139	41546	103	$44.70	4604.1
A41	29/09/2013	1170	139	41546	108	$44.70	4827.6
A41	29/09/2013	1170	140	41546	99	19.42	1922.58
A41	29/09/2013	1170	141	41546	45	$80.38	3617.1
A41	29/09/2013	1170	142	41546	108	$144.56	15612.48
A41	29/09/2013	1170	144	41546	104	$126.42	13147.68
A41	29/09/2013	1170	145	41546	47	$53.86	2531.42
A41	29/09/2013	1170	145	41546	102	$53.86	5493.72
A41	29/09/2013	1170	147	41546	9	$80.28	722.52
A41	29/09/2013	1170	147	41546	49	$80.28	3933.72
A41	29/09/2013	1170	148	41546	37	$108.29	4006.73
A41	29/09/2013	1170	148	41546	66	$108.29	7147.14
A42	18/02/2010	1068	110	40227	44	$69.42	3054.48
A42	18/02/2010	1068	113	40227	26	$49.99	1299.74
A42	18/02/2010	1068	121	40227	38	$48.97	1860.86
A45	20/01/2014	1014	122	41659	49	106.94	5240.06
A47	02/01/2012	1152	121	40910	18	$48.97	881.46
A49	25/07/2012	1183	132	41115	4	$96.35	385.4
A49	25/07/2012	1183	146	41115	41	7.19	294.79
A51	10/08/2012	1150	103	41131	58	86.24	5001.92
A51	10/08/2012	1150	103	41131	61	86.24	5260.64
A51	10/08/2012	1150	114	41131	13	$110.16	1432.08
A51	10/08/2012	1150	129	41131	63	14.13	890.19
A51	10/08/2012	1150	130	41131	21	$104.00	2184
A51	10/08/2012	1150	130	41131	62	$104.00	6448
A51	10/08/2012	1150	133	41131	14	111.18	1556.52
A51	10/08/2012	1150	137	41131	3	$10.33	30.99
A51	10/08/2012	1150	137	41131	9	$10.33	92.97
A51	10/08/2012	1150	137	41131	44	$10.33	454.52
A51	10/08/2012	1150	146	41131	21	7.19	150.99
A51	10/08/2012	1150	148	41131	49	$108.29	5306.21
A53	03/02/2012	1184	102	40942	2	$3.77	7.54
A53	03/02/2012	1184	112	40942	20	54.84	1096.8
A53	03/02/2012	1184	123	40942	5	$14.99	74.95
A53	03/02/2012	1184	133	40942	26	111.18	2890.68
A53	03/02/2012	1184	136	40942	44	67.94	2989.36
A53	03/02/2012	1184	138	40942	40	33.88	1355.2
A53	03/02/2012	1184	146	40942	34	7.19	244.46
A54	20/06/2009	1062	107	39984	50	$64.82	3241
A54	20/06/2009	1062	109	39984	48	$129.52	6216.96
A54	20/06/2009	1062	110	39984	3	$69.42	208.26
A54	20/06/2009	1062	124	39984	18	$83.59	1504.62
A54	20/06/2009	1062	128	39984	23	$72.78	1673.94
A54	20/06/2009	1062	130	39984	16	$104.00	1664
A54	20/06/2009	1062	148	39984	2	$108.29	216.58
A56	02/08/2011	1031	137	40757	28	$10.33	289.24
A56	02/08/2011	1031	145	40757	8	$53.86	430.88
A58	03/01/2014	1050	101	41642	32	$98.79	3161.28
A58	03/01/2014	1050	101	41642	49	$98.79	4840.71
A58	03/01/2014	1050	103	41642	4	86.24	344.96
A58	03/01/2014	1050	123	41642	55	$14.99	824.45
A58	03/01/2014	1050	131	41642	10	$3.88	38.8
A58	03/01/2014	1050	132	41642	59	$96.35	5684.65
A58	03/01/2014	1050	133	41642	63	111.18	7004.34
A59	28/07/2013	1140	102	41483	3	$3.77	11.31
A59	28/07/2013	1140	102	41483	21	$3.77	79.17
A59	28/07/2013	1140	102	41483	104	$3.77	392.08
A59	28/07/2013	1140	103	41483	1	86.24	86.24
A59	28/07/2013	1140	103	41483	12	86.24	1034.88
A59	28/07/2013	1140	103	41483	60	86.24	5174.4
A59	28/07/2013	1140	105	41483	91	$68.69	6250.79
A59	28/07/2013	1140	109	41483	71	$129.52	9195.92
A59	28/07/2013	1140	110	41483	28	$69.42	1943.76
A59	28/07/2013	1140	110	41483	54	$69.42	3748.68
A59	28/07/2013	1140	111	41483	27	30.33	818.91
A59	28/07/2013	1140	111	41483	87	30.33	2638.71
A59	28/07/2013	1140	112	41483	26	54.84	1425.84
A59	28/07/2013	1140	113	41483	96	$49.99	4799.04
A59	28/07/2013	1140	114	41483	98	$110.16	10795.68
A59	28/07/2013	1140	114	41483	108	$110.16	11897.28
A59	28/07/2013	1140	115	41483	66	$91.00	6006
A59	28/07/2013	1140	115	41483	97	$91.00	8827
A59	28/07/2013	1140	116	41483	97	51.88	5032.36
A59	28/07/2013	1140	119	41483	12	$50.08	600.96
A59	28/07/2013	1140	119	41483	49	$50.08	2453.92
A59	28/07/2013	1140	119	41483	98	$50.08	4907.84
A59	28/07/2013	1140	120	41483	25	1.67	41.75
A59	28/07/2013	1140	121	41483	40	$48.97	1958.8
A59	28/07/2013	1140	122	41483	29	106.94	3101.26
A59	28/07/2013	1140	123	41483	77	$14.99	1154.23
A59	28/07/2013	1140	123	41483	80	$14.99	1199.2
A59	28/07/2013	1140	124	41483	78	$83.59	6520.02
A59	28/07/2013	1140	124	41483	105	$83.59	8776.95
A59	28/07/2013	1140	127	41483	65	$53.98	3508.7
A59	28/07/2013	1140	127	41483	106	$53.98	5721.88
A59	28/07/2013	1140	128	41483	77	$72.78	5604.06
A59	28/07/2013	1140	128	41483	89	$72.78	6477.42
A59	28/07/2013	1140	129	41483	80	14.13	1130.4
A59	28/07/2013	1140	129	41483	88	14.13	1243.44
A59	28/07/2013	1140	130	41483	22	$104.00	2288
A59	28/07/2013	1140	130	41483	28	$104.00	2912
A59	28/07/2013	1140	131	41483	3	$3.88	11.64
A59	28/07/2013	1140	133	41483	10	111.18	1111.8
A59	28/07/2013	1140	133	41483	30	111.18	3335.4
A59	28/07/2013	1140	133	41483	61	111.18	6781.98
A59	28/07/2013	1140	135	41483	33	64.21	2118.93
A59	28/07/2013	1140	135	41483	56	64.21	3595.76
A59	28/07/2013	1140	135	41483	65	64.21	4173.65
A59	28/07/2013	1140	137	41483	81	$10.33	836.73
A59	28/07/2013	1140	138	41483	10	33.88	338.8
A59	28/07/2013	1140	139	41483	12	$44.70	536.4
A59	28/07/2013	1140	139	41483	15	$44.70	670.5
A59	28/07/2013	1140	139	41483	60	$44.70	2682
A59	28/07/2013	1140	140	41483	62	19.42	1204.04
A59	28/07/2013	1140	142	41483	49	$144.56	7083.44
A59	28/07/2013	1140	143	41483	13	66.49	864.37
A59	28/07/2013	1140	143	41483	93	66.49	6183.57
A59	28/07/2013	1140	144	41483	72	$126.42	9102.24
A59	28/07/2013	1140	145	41483	80	$53.86	4308.8
A59	28/07/2013	1140	146	41483	22	7.19	158.18
A59	28/07/2013	1140	146	41483	43	7.19	309.17
A61	07/12/2014	1027	108	41980	82	$14.44	1184.08
A61	07/12/2014	1027	114	41980	113	$110.16	12448.08
A61	07/12/2014	1027	125	41980	42	79.24	3328.08
A61	07/12/2014	1027	127	41980	37	$53.98	1997.26
A61	07/12/2014	1027	135	41980	85	64.21	5457.85
A61	07/12/2014	1027	138	41980	94	33.88	3184.72
A61	07/12/2014	1027	140	41980	80	19.42	1553.6
A61	07/12/2014	1027	141	41980	48	$80.38	3858.24
A61	07/12/2014	1027	146	41980	99	7.19	711.81
A62	11/10/2014	1156	102	41923	26	$3.77	98.02
A62	11/10/2014	1156	106	41923	14	$96.27	1347.78
A62	11/10/2014	1156	106	41923	76	$96.27	7316.52
A62	11/10/2014	1156	107	41923	13	$64.82	842.66
A62	11/10/2014	1156	107	41923	69	$64.82	4472.58
A62	11/10/2014	1156	108	41923	14	$14.44	202.16
A62	11/10/2014	1156	109	41923	17	$129.52	2201.84
A62	11/10/2014	1156	109	41923	62	$129.52	8030.24
A62	11/10/2014	1156	119	41923	26	$50.08	1302.08
A62	11/10/2014	1156	120	41923	4	1.67	6.68
A62	11/10/2014	1156	120	41923	19	1.67	31.73
A62	11/10/2014	1156	121	41923	19	$48.97	930.43
A62	11/10/2014	1156	126	41923	74	$80.30	5942.2
A62	11/10/2014	1156	127	41923	81	$53.98	4372.38
A62	11/10/2014	1156	133	41923	9	111.18	1000.62
A62	11/10/2014	1156	133	41923	80	111.18	8894.4
A62	11/10/2014	1156	135	41923	27	64.21	1733.67
A62	11/10/2014	1156	137	41923	20	$10.33	206.6
A62	11/10/2014	1156	137	41923	57	$10.33	588.81
A62	11/10/2014	1156	137	41923	68	$10.33	702.44
A62	11/10/2014	1156	141	41923	52	$80.38	4179.76
A62	11/10/2014	1156	144	41923	81	$126.42	10240.02
A62	11/10/2014	1156	145	41923	51	$53.86	2746.86
A62	11/10/2014	1156	146	41923	36	7.19	258.84
A62	11/10/2014	1156	146	41923	51	7.19	366.69
A65	04/03/2014	1189	123	41702	22	$14.99	329.78
A67	16/08/2014	1067	109	41867	3	$129.52	388.56
A67	16/08/2014	1067	115	41867	22	$91.00	2002
A67	16/08/2014	1067	122	41867	82	106.94	8769.08
A67	16/08/2014	1067	126	41867	55	$80.30	4416.5
A67	16/08/2014	1067	128	41867	41	$72.78	2983.98
A67	16/08/2014	1067	134	41867	3	$20.41	61.23
A67	16/08/2014	1067	134	41867	41	$20.41	836.81
A67	16/08/2014	1067	136	41867	72	67.94	4891.68
A70	08/11/2014	1119	113	41951	37	$49.99	1849.63
A70	08/11/2014	1119	114	41951	18	$110.16	1982.88
A70	08/11/2014	1119	123	41951	78	$14.99	1169.22
A70	08/11/2014	1119	124	41951	81	$83.59	6770.79
A70	08/11/2014	1119	125	41951	75	79.24	5943
A70	08/11/2014	1119	139	41951	82	$44.70	3665.4
A70	08/11/2014	1119	141	41951	66	$80.38	5305.08
A70	08/11/2014	1119	144	41951	19	$126.42	2401.98
A71	06/04/2012	1068	104	41005	53	$39.98	2118.94
A71	06/04/2012	1068	109	41005	20	$129.52	2590.4
A71	06/04/2012	1068	111	41005	9	30.33	272.97
A71	06/04/2012	1068	112	41005	64	54.84	3509.76
A71	06/04/2012	1068	114	41005	49	$110.16	5397.84
A71	06/04/2012	1068	125	41005	38	79.24	3011.12
A71	06/04/2012	1068	145	41005	5	$53.86	269.3
A73	28/03/2010	1184	105	40265	89	$68.69	6113.41
A73	28/03/2010	1184	107	40265	96	$64.82	6222.72
A73	28/03/2010	1184	112	40265	46	54.84	2522.64
A73	28/03/2010	1184	112	40265	99	54.84	5429.16
A73	28/03/2010	1184	113	40265	28	$49.99	1399.72
A73	28/03/2010	1184	114	40265	25	$110.16	2754
A73	28/03/2010	1184	114	40265	81	$110.16	8922.96
A73	28/03/2010	1184	115	40265	5	$91.00	455
A73	28/03/2010	1184	116	40265	39	51.88	2023.32
A73	28/03/2010	1184	117	40265	90	66.62	5995.8
A73	28/03/2010	1184	120	40265	88	1.67	146.96
A73	28/03/2010	1184	124	40265	65	$83.59	5433.35
A73	28/03/2010	1184	125	40265	66	79.24	5229.84
A73	28/03/2010	1184	127	40265	47	$53.98	2537.06
A73	28/03/2010	1184	129	40265	12	14.13	169.56
A73	28/03/2010	1184	129	40265	63	14.13	890.19
A73	28/03/2010	1184	131	40265	16	$3.88	62.08
A73	28/03/2010	1184	133	40265	40	111.18	4447.2
A73	28/03/2010	1184	134	40265	81	$20.41	1653.21
A73	28/03/2010	1184	135	40265	8	64.21	513.68
A73	28/03/2010	1184	138	40265	47	33.88	1592.36
A73	28/03/2010	1184	140	40265	17	19.42	330.14
A73	28/03/2010	1184	140	40265	48	19.42	932.16
A73	28/03/2010	1184	145	40265	89	$53.86	4793.54
A73	28/03/2010	1184	148	40265	70	$108.29	7580.3
A74	03/02/2011	1194	129	40577	38	14.13	536.94
A74	03/02/2011	1194	135	40577	50	64.21	3210.5
A74	03/02/2011	1194	142	40577	20	$144.56	2891.2
A75	19/03/2014	1069	103	41717	30	86.24	2587.2
A75	19/03/2014	1069	135	41717	54	64.21	3467.34
A76	06/11/2010	1134	104	40488	60	$39.98	2398.8
A76	06/11/2010	1134	108	40488	4	$14.44	57.76
A76	06/11/2010	1134	115	40488	12	$91.00	1092
A76	06/11/2010	1134	119	40488	4	$50.08	200.32
A76	06/11/2010	1134	119	40488	13	$50.08	651.04
A76	06/11/2010	1134	130	40488	2	$104.00	208
A76	06/11/2010	1134	130	40488	27	$104.00	2808
A76	06/11/2010	1134	136	40488	54	67.94	3668.76
A76	06/11/2010	1134	136	40488	69	67.94	4687.86
A76	06/11/2010	1134	139	40488	22	$44.70	983.4
A76	06/11/2010	1134	139	40488	26	$44.70	1162.2
A76	06/11/2010	1134	141	40488	41	$80.38	3295.58
A76	06/11/2010	1134	142	40488	46	$144.56	6649.76
A76	06/11/2010	1134	142	40488	51	$144.56	7372.56
A76	06/11/2010	1134	145	40488	2	$53.86	107.72
A76	06/11/2010	1134	146	40488	72	7.19	517.68
A77	22/06/2014	1052	107	41812	111	$64.82	7195.02
A77	22/06/2014	1052	112	41812	82	54.84	4496.88
A77	22/06/2014	1052	135	41812	66	64.21	4237.86
A78	18/03/2012	1200	101	40986	93	$98.79	9187.47
A78	18/03/2012	1200	101	40986	105	$98.79	10372.95
A78	18/03/2012	1200	104	40986	33	$39.98	1319.34
A78	18/03/2012	1200	104	40986	35	$39.98	1399.3
A78	18/03/2012	1200	105	40986	40	$68.69	2747.6
A78	18/03/2012	1200	105	40986	62	$68.69	4258.78
A78	18/03/2012	1200	112	40986	84	54.84	4606.56
A78	18/03/2012	1200	113	40986	14	$49.99	699.86
A78	18/03/2012	1200	113	40986	31	$49.99	1549.69
A78	18/03/2012	1200	113	40986	91	$49.99	4549.09
A78	18/03/2012	1200	114	40986	17	$110.16	1872.72
A78	18/03/2012	1200	115	40986	70	$91.00	6370
A78	18/03/2012	1200	117	40986	67	66.62	4463.54
A78	18/03/2012	1200	118	40986	1	$99.26	99.26
A78	18/03/2012	1200	118	40986	45	$99.26	4466.7
A78	18/03/2012	1200	118	40986	81	$99.26	8040.06
A78	18/03/2012	1200	119	40986	82	$50.08	4106.56
A78	18/03/2012	1200	120	40986	14	1.67	23.38
A78	18/03/2012	1200	120	40986	30	1.67	50.1
A78	18/03/2012	1200	122	40986	92	106.94	9838.48
A78	18/03/2012	1200	123	40986	104	$14.99	1558.96
A78	18/03/2012	1200	124	40986	11	$83.59	919.49
A78	18/03/2012	1200	124	40986	60	$83.59	5015.4
A78	18/03/2012	1200	124	40986	87	$83.59	7272.33
A78	18/03/2012	1200	125	40986	73	79.24	5784.52
A78	18/03/2012	1200	125	40986	87	79.24	6893.88
A78	18/03/2012	1200	126	40986	4	$80.30	321.2
A78	18/03/2012	1200	126	40986	11	$80.30	883.3
